file,newspaper,title,date,category
50509.txt,www.zdg.md,"VIDEO O noua criza energetica? Un nou partid pe scena politica? Victor Parlicov, fost ministru al Energiei, la Podcast ZdCe",2024-12-15T10:19:27+02:00,Stiri
50510.txt,www.zdg.md,Campania „Biblioteca de sub brad” s-a incheiat. Unde vor ajunge cele citeva mii de carti adunate,2025-01-10T21:18:00+02:00,Stiri
50511.txt,www.zdg.md,PREVIZIUNI Principalele evenimente care vor marca anul 2025 – in R. Moldova si in lume,2025-01-10T09:30:00+02:00,Stiri
50512.txt,www.zdg.md,Video Scenarii apocaliptice despre pretul la gaz  vs deconectarea curentului chiar „de miine”. Falsul lunii decembrie,2024-12-31T11:46:20+02:00,Stiri
50513.txt,www.zdg.md,"Gazda campaniei lui Calin Georgescu sta in Republica Moldova, in casa unui fost vicepremier al tarii. Investigatie Snoop&ZdG",2024-11-28T15:08:25+02:00,Stiri
50514.txt,www.zdg.md,"VIDEO Felicitari catre politicieni: „Urarea e despre tot milul si saracia din tara” vs „Sa fie sanatosi, sa ne duca la pragul UE”",2024-12-31T10:15:00+02:00,Stiri
50515.txt,www.zdg.md,Cea mai tragica perioada din istorie – unde a ajuns Gagauzia dupa 30 de ani de autonomie si ce urmeaza?,2024-12-25T09:45:00+02:00,Stiri
50516.txt,www.zdg.md,Editorial Lumina (si caldura) nu mai vine de la rusi,2025-01-10T14:39:20+02:00,Stiri
50517.txt,www.zdg.md,Premiile mari din campania Linella au ajuns la fericitii cistigatori,2024-12-30T11:42:11+02:00,Stiri
50518.txt,www.zdg.md,Editorial Un Revelion electoral,2025-01-09T10:52:00+02:00,Stiri
50519.txt,www.zdg.md,"Regimul de licentiere la importul de griu, porumb si floarea-soarelui a fost prelungit",2024-12-30T13:55:06+02:00,Stiri
50520.txt,www.zdg.md,Recomandari pentru noaptea de Revelion 2025 – Sarbatoreste cum se cuvine!,2024-12-27T20:17:30+02:00,Stiri
50521.txt,www.zdg.md,„La noi este gaz”. Ce spun primarii satelor deconectate de regiunea transnistreana de la gaze naturale,2025-01-02T16:43:12+02:00,Stiri
50522.txt,www.zdg.md,"De ce NU avem sentinte definitive pe dosarele mari de coruptie? Explicatii ale avocatilor, procurorilor, judecatorilor si expertilor",2024-11-29T10:22:21+02:00,Stiri
50523.txt,www.zdg.md,"VIDEO Criza in stinga Nistrului, sentinta pentru autorul omorului Anei-Maria, accident grav la Balti si retinere in dosarul „Fraudei bancare” | Saptamina de Garda",2025-01-11T10:00:00+02:00,Stiri
50524.txt,www.zdg.md,"VIDEO „Cistigatorul acestor alegeri a fost jurnalismul de investigatie”. Victor Mosneag, redactor-sef la Ziarul de Garda, la Podcast ZdCe",2024-12-29T10:10:00+02:00,Stiri
50525.txt,www.zdg.md,DOC L-a vrut procurorul in libertate pe barbatul vizat in dosarul „Frauda bancara” si retinut luni de Politie? Detalii din decizia instantei prin care trei administratori ai unor firme au fost condamnati la 5 ani de inchisoare,2025-01-07T18:01:47+02:00,Stiri
50526.txt,www.zdg.md,"TV8 „Spovedania” lui Sor si Platon despre frauda bancara si influenta lui Plahotniuc, poreclit „Ptita”",2024-11-18T16:18:05+02:00,Stiri
50527.txt,www.zdg.md,DOC De ce statul NU a cumparat gaz ieftin? Documente noi din scandalul crizei energetice. Energocom si Moldovagaz au tinut cont de o recomandare a unor experti din cadrul Ministerului Energiei?,2024-12-19T18:10:40+02:00,Stiri
50528.txt,www.zdg.md,"VIDEO „Dar daca o sa vada asta copiii mei… Poate nu ma arati si pe mine?”. Reactia persoanelor din reteaua lui Ilan Sor, vizate in investigatia ZdG „In slujba Moscovei (II)”",2024-11-01T12:15:40+02:00,Stiri
50529.txt,www.zdg.md,"Guvern: Consumul de energie electrica pentru data de 1 ianuarie 2025, a fost acoperit pe deplin, fara a fi necesara activarea contractelor de avarie",2025-01-02T14:18:53+02:00,Stiri
50530.txt,www.zdg.md,"VIDEO Sarbatori fericite… dar nu pentru toti. Prietenii omului, ramasi in umbra „luminii” focurilor de artificii",2024-12-27T15:14:00+02:00,Stiri
50531.txt,www.zdg.md,"Volumul necesar de energie electrica, acoperit integral pentru zilele de 3 si 4 ianuarie",2025-01-04T12:23:54+02:00,Stiri
50532.txt,www.zdg.md,"Vinatorul de „elita”, impuscat la o vinatoare neautorizata, petrecut pe ultimul drum",2025-01-11T12:15:00+02:00,Stiri
50533.txt,www.zdg.md,„Eu sunt Nichita. Sunt o persoana cu Paralizie Cerebrala Infantila”,2024-12-03T09:42:00+02:00,Stiri
50534.txt,www.zdg.md,"„Arata-mi peisajul mediatic si iti voi spune in ce tara traiesti”. INTERVIU cu Olaf Steenfadt, fondator al Global Media Registry",2024-11-24T13:10:00+02:00,Stiri
50535.txt,www.zdg.md,Ce inseamna ca euro a devenit moneda de referinta la stabilirea cursului oficial? BNM explica,2025-01-11T08:55:00+02:00,Stiri
50536.txt,www.zdg.md,"ULTIMA ORA Gheorghe Cotorobai, condamnat la detentie pe viata pentru omorul tinerei de 19 ani de la Orhei, insarcinata in luna a sasea",2025-01-09T15:12:01+02:00,Stiri
50537.txt,www.zdg.md,"VIDEO „Mai bine investim in justitie, decit sa cautam miliardele furate”. Despre transparenta si eficienta in instantele nationale vs. arbitrajul international, cu avocatul Serghei Covali, la Podcast ZdCe",2024-11-28T10:15:25+02:00,Stiri
50538.txt,www.zdg.md,"Oameni Psihiatrul Alexandru Ciobanu: „Depresiile, anxietatea, atacurile de panica apar si atunci cind oamenii isi neglijeaza modul sanatos de viata”",2025-01-11T12:52:00+02:00,Stiri
50539.txt,www.zdg.md,"VIDEO Comisia Pre-Vetting, pe final de mandat. Cum raspunde la acuzatii si critici presedintele comisiei, Herman Von Hebel",2024-12-08T10:10:00+02:00,Stiri
50540.txt,www.zdg.md,"ANI a refuzat initierea controlului averii judecatorului Victor Sandu. Magistratul: „Aflindu-ma in concediul anual de odihna, am decis sa petrec timp cu sotia mea in Seychelles”",2025-01-10T18:51:11+02:00,Stiri
50541.txt,www.zdg.md,"Detalii despre soferul cu Porsche care a comis accidentul in care a decedat o copila de opt ani: Firma cu vinzari de milioane si mai multe antecedente: „Ii placea sa zboare, sa mearga cu viteza, chiar si prin sat”",2025-01-06T18:57:15+02:00,Stiri
50542.txt,www.zdg.md,"Doi candidati, acelasi scenariu: Georgescu, candidatul la functia de presedinte al Rominiei, promovat dupa modelul Stoianoglo si „NU” la referendumul din R. Moldova. Ancheta ZdG & G4Media",2024-12-06T10:44:32+02:00,Stiri
50543.txt,www.zdg.md,Ucraina: Zelenski afirma ca a vorbit cu presedintele Biden si i-a multumit pentru „sprijinul neclintit”,2025-01-11T09:45:00+02:00,Stiri
50544.txt,www.zdg.md,ANRE introduce preturi diferentiate. „Premier Energy” nu a decis cum va colecta informatiile si cine ar trebui sa cumpere contoarele care ar stabili consumul diferentiat de energie electrica,2025-01-11T15:36:00+02:00,Stiri
50545.txt,www.zdg.md,"Cu paza, fotografi si oameni care mimeaza proteste. Cum se prezinta bascana Evghenia Gutul in sedintele de judecata",2024-11-15T14:05:31+02:00,Stiri
50546.txt,www.zdg.md,„Spargatorul de nuci” – spectacol destinat copiilor din orfelinatele R. Moldova,2025-01-11T10:38:00+02:00,Stiri
50547.txt,www.zdg.md,"O investitie in energie de 69 de milioane de lei, cu lacatul la poarta: dosar penal clasat, viitor incert si noi cerinte de milioane",2024-11-26T09:45:00+02:00,Stiri
50548.txt,www.zdg.md,"Acuzatii privind delapidarea fondurilor europene, intr-un  proiect realizat de Moldsilva si compania familiei fostului sef al Agentiei Achizitii Publice. Cauza penala, deschisa la 8 ani din momentul finalizarii  lucrarilor",2024-12-04T09:51:38+02:00,Stiri
50549.txt,www.zdg.md,"Tei eminescieni, adusi de la Botosani, plantati la Chisinau cu prilejul zilei Marelui Eminescu",2025-01-11T14:00:00+02:00,Stiri
50550.txt,www.zdg.md,"Medicina si Justitia: Criminalizarea medicilor si reforma sistemului de malpraxis: Apel la ratiune, dreptate si protectia profesiei medicale",2024-11-23T09:13:00+02:00,Stiri
50551.txt,www.zdg.md,Din criza in oportunitate: Antreprenorii moldoveni lanseaza prima Comunitate Energetica Investitionala,2024-12-23T13:19:54+02:00,Stiri
50552.txt,www.zdg.md,Celula de criza de la Guvern: Consumul de energie electrica continua sa fie asigurat pe deplin,2025-01-07T13:05:13+02:00,Stiri
50553.txt,www.zdg.md,"„Se anuleaza ordinul (…), ca fiind ilegal”. Fosti inspectori ai muncii, repusi in functii prin hotariri de judecata. Statul, obligat sa le plateasca despagubiri de milioane",2024-12-09T09:15:00+02:00,Stiri
50554.txt,www.zdg.md,"VIDEO Omorul Anei-Maria: primele declaratii ale  barbatului condamnat la detentie pe viata, ale procurorului si ale mamei victimei. „M-ati condamnat nevinovat” VS. „Este o sentinta intemeiata, legala si echitabila”",2025-01-09T19:10:44+02:00,Stiri
50555.txt,www.zdg.md,OPINIE Cel mai important an din istoria R. Moldova,2025-01-11T11:12:00+02:00,Stiri
50556.txt,www.zdg.md,Cronica relatiei Stoianoglo – Sor: Cum doi vecini de bloc au devenit miza Rusiei la prezidentialele din R. Moldova,2024-11-01T12:35:00+02:00,Stiri
50557.txt,https://www.digi24.ro/stiri/externe/moldova,"Renato Usatii: Rominia se pregateste sa acapareze Moldova, va fi un nou mare razboi",12.08.2016,Stiri
50558.txt,https://www.digi24.ro/stiri/externe/moldova,Republica Moldova a reluat achizitiile de gaze de la Gazprom,21.03.2023,Stiri
50559.txt,https://www.digi24.ro/stiri/externe/moldova,Oamenii lui Ilan Sor au blocat strada si s-au imbrincit cu politistii la vizita lui Antony Blinken la Chisinau,29.05.2024,Stiri
50560.txt,https://www.digi24.ro/stiri/externe/moldova,Cum a fost reflectata victoria Maiei Sandu in presa internationala: O palma data Kremlinului. Ce scrie presa din Rusia,05.11.2024,Stiri
50561.txt,https://www.digi24.ro/stiri/externe/moldova,Republica Moldova vrea ca spatiul aerian sa fie pazit cu ajutorul Rominiei si Ucrainei,12.08.2016,Stiri
50562.txt,https://www.digi24.ro/stiri/externe/moldova,Parlamentul din R. Moldova a votat o lege care interzice participarea la alegeri a membrilor partidului pro-Rusia SOR,25.10.2023,Stiri
50563.txt,https://www.digi24.ro/stiri/externe/moldova,"VIDEO. Atac la Chisinau comandat de la Moscova, dejucat de politisti. Au fost retinuti trei barbati si doua femei",31.10.2024,Stiri
50564.txt,https://www.digi24.ro/stiri/externe/moldova,Mitropolia Basarabiei acuza Mitropolia Moldovei ca face propaganda impotriva referendumului pro-UE din Republica Moldova,27.09.2024,Stiri
50565.txt,https://www.digi24.ro/stiri/externe/moldova,"Consiliul Europei, ingrijorat de un amestec al Rusiei in viitoarele alegeri din Republica Moldova",19.09.2024,Stiri
50566.txt,https://www.digi24.ro/stiri/externe/moldova,Jachete cu inscriptia „Rusia-Moldova”. Ce au primit mai multi moldoveni la sectii de votare din Moscova,20.10.2024,Stiri
50567.txt,https://www.digi24.ro/stiri/externe/moldova,"Autoritatile din Gagauzia cer bani de la Rominia, UE, SUA si Rusia",19.01.2024,Stiri
50568.txt,https://www.digi24.ro/stiri/externe/moldova,Perchezitii in R. Moldova intr-o ancheta care vizeaza tentative de stergere a unor alerte Interpol cu fugari din crima organizata,04.06.2024,Stiri
50569.txt,https://www.digi24.ro/stiri/externe/moldova,Guvernul de la Chisinau a aprobat Planul de Actiune pentru aderarea Republicii Moldova la UE,27.10.2023,Stiri
50570.txt,https://www.digi24.ro/stiri/externe/moldova,"Maia Sandu spune ca R. Moldova nu are o datorie de 800 de milioane de dolari catre Gazprom, asa cum pretinde compania ruseasca",04.09.2023,Stiri
50571.txt,https://www.digi24.ro/stiri/externe/moldova,Dezbaterea prezidentiala dintre Maia Sandu si Alexandr Stoianoglo va avea loc duminica. Ce reguli au fost stabilite,25.10.2024,Stiri
50572.txt,https://www.digi24.ro/stiri/externe/moldova,Video  Patru rachete rusesti vizind o hidrocentrala din Ucraina au survolat nordul Republicii Moldova,28.11.2024,Stiri
50573.txt,https://www.digi24.ro/stiri/externe/moldova,"Un indian s-a inecat in Prut, in timp ce incerca sa ajunga ilegal in Rominia",14.05.2024,Stiri
50574.txt,https://www.digi24.ro/stiri/externe/moldova,Alegeri prezidentiale in Moldova. Totul despre votul din 20 octombrie 2024. Votul pentru referendumul national este in aceeasi zi,17.10.2024,Stiri
50575.txt,https://www.digi24.ro/stiri/externe/moldova,"Un angajat al ambasadei ruse la Chisinau a fost declarat persona non grata, intr-un dosar de spionaj. Ambasadorul rus, convocat la MAE",01.08.2024,Stiri
50576.txt,https://www.digi24.ro/stiri/externe/moldova,Parlamentul European: Rusia sa inceteze sa se mai amestece in R. Moldova!,12.08.2016,Stiri
50577.txt,https://www.digi24.ro/stiri/externe/moldova,"Premierul Rep. Moldova, despre criza din Transnistria: Rusia arata rezultatul inevitabil pentru toti aliatii sai, tradarea si izolarea",03.01.2025,Stiri
50578.txt,https://www.digi24.ro/stiri/externe/moldova,"Mesajul lui Satoshi pentru tinerii basarabeni: „Tara, ca o mingaiere de bunic” are, in sfirsit, sansa sa decida singura!",20.09.2024,Stiri
50579.txt,https://www.digi24.ro/stiri/externe/moldova,Cum ar putea fi extradat Ilan Sor din Rusia. Republica Moldova nu a fost informata oficial ca i s-a acordat cetatenia rusa,26.05.2024,Stiri
50580.txt,https://www.digi24.ro/stiri/externe/moldova,"Republica Moldova vrea un sistem modern de aparare antiaeriana. Dorin Recean: „Daca Kremlinul decide sa ne atace, ce vom face?”",19.12.2023,Stiri
50581.txt,https://www.digi24.ro/stiri/externe/moldova,"Fostul presedinte al R. Moldova Igor Dodon, sotia acestuia si un medic de familie au fost trimisi in judecata pentru fals in acte",28.03.2023,Stiri
50582.txt,https://www.digi24.ro/stiri/externe/moldova,"Reguli mai stricte pentru obtinerea cetateniei in Republica Moldova, pe fondul amenintarilor de securitate ale Moscovei",14.06.2024,Stiri
50583.txt,https://www.digi24.ro/stiri/externe/moldova,"Video  Noi imagini socante din Chisinau, dupa ce riul Bic a iesit din matca. Va mai ploua inca 72 de ore",16.09.2024,Stiri
50584.txt,https://www.digi24.ro/stiri/externe/moldova,"Opozitia din R. Moldova, in frunte cu Ilan Sor, anunta de la Moscova un nou bloc electoral pentru a impiedica aderarea tarii la UE",25.04.2024,Stiri
50585.txt,https://www.digi24.ro/stiri/externe/moldova,Consiliul European sanctioneaza 6 persoane si o organizatie paramilitara pentru destabilizarea Republicii Moldova,22.02.2024,Stiri
50586.txt,https://www.digi24.ro/stiri/externe/moldova,Partidul prorusului Ilan Sor a contestat decizia autoritatilor de a exclude candidatii „Sansa” de la alegerile de miine din R. Moldova,04.11.2023,Stiri
50587.txt,https://www.digi24.ro/stiri/externe/moldova,Dodon le promite cetatenilor din Gagauzia ca daca va ajunge din nou presedinte il va aduce pe Putin la Comrat,27.04.2023,Stiri
50588.txt,https://www.digi24.ro/stiri/externe/moldova,Analiza ISW: Deciziile Transnistriei urmaresc sa ofere Kremlinului justificari pentru actiuni impotriva Rep. Moldova,29.02.2024,Stiri
50589.txt,https://www.digi24.ro/stiri/externe/moldova,Victor Negrescu vorbeste de doua date de aderare a Republicii Moldova la UE: Autoritatile sunt chiar si mai ambitioase,18.10.2024,Stiri
50590.txt,https://www.digi24.ro/stiri/externe/moldova,Situatie exceptionala in justitie in Republica Moldova: Maia Sandu convoaca Consiliul Suprem de Securitate,17.03.2023,Stiri
50591.txt,https://www.digi24.ro/stiri/externe/moldova,"Politia din Republica Moldova: Ilan Sor se afla din februarie in Rusia, de unde lanseaza atacuri impotriva puterii de la Chisinau",01.04.2024,Stiri
50592.txt,https://www.digi24.ro/stiri/externe/moldova,"Alexandr Stoianoglo, candidatul pro-rusilor din Republica Moldova. Drumul sau pina la candidatura la presedintia Republicii Moldova",03.11.2024,Stiri
50593.txt,https://www.digi24.ro/stiri/externe/moldova,"VIDEO. Cutremurul din Vrancea s-a simtit puternic si la Chisinau. Cum a reactionat Maia Sandu, aflata intr-un studio TV",16.09.2024,Stiri
50594.txt,https://www.digi24.ro/stiri/externe/moldova,"INTERVIU. Premierul Republicii Moldova, pentru Digi24: Nu ma gindesc pe cit timp am venit in fruntea Guvernului",12.08.2016,Stiri
50595.txt,https://www.digi24.ro/stiri/externe/moldova,"Surpriza totala in R. Moldova: Presedintele va fi ales direct de popor, decide Curtea Constitutionala",12.08.2016,Stiri
50596.txt,https://www.digi24.ro/stiri/externe/moldova,"Reportaj BBC despre „banii Rusiei pentru voturi in Republica Moldova”. „Aproape toti oamenii aveau bani: 2.000, 3.000, 7.000 de euro”",20.10.2024,Stiri
50597.txt,https://www.digi24.ro/stiri/externe/moldova,Seful Serviciului de Informatii de la Chisinau: Rusia vrea sa blocheze aderarea Republicii Moldova la UE cu ajutorul lui Ilan Sor,05.03.2024,Stiri
50598.txt,https://www.digi24.ro/stiri/externe/moldova,"R. Moldova spune ca nu mai face fata solicitarilor de cetatenie din partea rusilor, care au crescut dupa invazia rusa in Ucraina",16.01.2024,Stiri
50599.txt,https://www.digi24.ro/stiri/externe/moldova,Incident antisemit la un liceu din Chisinau: O profesoara ar fi glorificat nazismul in fata elevilor,03.11.2023,Stiri
50600.txt,https://www.digi24.ro/stiri/externe/moldova,Mii de cartuse au disparut dintr-un depozit al Brigazii Speciale de Politie „Fulger” din Chisinau. „Lada era plina cu pietre si nisip”,07.02.2024,Stiri
50601.txt,https://www.digi24.ro/stiri/externe/moldova,Perchezitii in Parlamentul Republicii Moldova. Doua persoane care spionau pentru Rusia au fost retinute la Chisinau,31.07.2024,Stiri
50602.txt,https://www.digi24.ro/stiri/externe/moldova,Cererile pentru cursurile de limba romina organizate la Chisinau depasesc cu mult locurile alocate. Solicitari sunt si de la Tiraspol,04.03.2024,Stiri
50603.txt,https://www.digi24.ro/stiri/externe/moldova,Autoritatile de la Chisinau acuza trupele ruse din Transnistria ca incalca angajamentele asumate,18.01.2024,Stiri
50604.txt,https://www.digi24.ro/stiri/externe/moldova,"Maia Sandu, favorita pentru un nou mandat de presedinta a Republicii Moldova (sondaj)",29.05.2024,Stiri
50605.txt,https://www.digi24.ro/stiri/externe/moldova,"Exclusiv  20 octombrie, un referendum istoric. Calea dreapta spre prosperitate si respectarea suveranitatii este doar cea propusa de Europa",18.10.2024,Stiri
50606.txt,https://www.digi24.ro/stiri/externe/moldova,Maia Sandu trage un semnal de alarma: „Democratia este supusa unui atac masiv la nivel global”,03.12.2024,Stiri
50607.txt,https://www.digi24.ro/stiri/externe/moldova,"Sume mari de bani au fost confiscate in urma perchezitiilor efectuate la membri ai Partidului SOR, in R. Moldova",11.03.2023,Stiri
50608.txt,https://www.digi24.ro/stiri/externe/moldova,"Video  Aparate de zbor au intrat in spatiul aerian al R. Moldova, in timpul atacului Rusiei asupra Ucrainei. Imagini din satul Ruseni",17.11.2024,Stiri
50609.txt,https://www.digi24.ro/stiri/externe/moldova,"Foto  Resturile unei rachete, descoperite intr-un lac din Republica Moldova. Pirotehnistii au detonat componenta exploziva a proiectilului",28.09.2023,Stiri
50610.txt,https://www.digi24.ro/stiri/externe/moldova,"Goran Bregovic nu a fost lasat sa intre in Republica Moldova. Artistul, care trebuia sa cinte la un festival, a fost oprit la aeroport",21.08.2023,Stiri
50611.txt,https://www.digi24.ro/stiri/externe/moldova,Mihai Popsoi: Relatiile cu Rusia sunt la cel mai jos nivel din istoria moderna a Republicii Moldova,02.04.2024,Stiri
50612.txt,https://www.digi24.ro/stiri/externe/moldova,"Video  Ziarul de Garda: Reteaua lui Ilan Sor, pregatiri pentru turul 2 al alegerilor din Moldova. „Portofelul e burdusit”",31.10.2024,Stiri
50613.txt,https://www.digi24.ro/stiri/externe/moldova,Bascana Gagauziei i-a cerut lui Putin gaze ieftine si bani pentru salariile oamenilor. Evghenia Gutul vrea „cooperare” cu Ilan Sor,13.03.2024,Stiri
50614.txt,https://www.digi24.ro/stiri/externe/moldova,"Care este cea mai pro-rusa regiune din Republica Moldova, unde 95% din oameni au votat impotriva referendumului de aderare",21.10.2024,Stiri
50615.txt,https://www.digi24.ro/stiri/externe/moldova,Noi proteste in Republica Moldova. Reactia Kremlinului,12.08.2016,Stiri
50616.txt,https://www.digi24.ro/stiri/externe/moldova,"Gagauzia, regiunea pro-rusa a Moldovei: Panourile care marcheaza proiectele facute cu bani europeni contrasteaza cu statuia lui Lenin",01.11.2024,Stiri
50617.txt,https://www.digi24.ro/stiri/externe/moldova,"Foto  Sanctionata de Occident pentru destabilizarea Moldovei, deputata Marina Tauber se lauda cu decoratia primita „la ordinul” lui Putin",11.05.2024,Stiri
50618.txt,https://www.digi24.ro/stiri/externe/moldova,Zeci de angajati ai Ambasadei Rusiei de la Chisinau parasesc Republica Moldova cu o cursa speciala,14.08.2023,Stiri
50619.txt,https://www.digi24.ro/stiri/externe/moldova,Premiul primit de Maia Sandu la Timisoara e contestat la Chisinau. Presedintia cere clarificari de la Centrul Anticoruptie,19.01.2024,Stiri
50620.txt,https://www.digi24.ro/stiri/externe/moldova,Video  Alegeri in Moldova: Cum a fost influentat votul in Transnistria. Caz de corupere sub ochii unui jurnalist BBC,21.10.2024,Stiri
50621.txt,https://www.digi24.ro/stiri/externe/moldova,Un ministru din guvernul R. Moldova si-a anuntat demisia in ziua in care Maia Sandu a promis masuri impotriva „coruptiei politice”,11.11.2024,Stiri
50622.txt,https://www.digi24.ro/stiri/externe/moldova,Ce i-a transmis Chisinaul ambasadorului Rusiei dupa ce drone rusesti au fost gasite pe teritoriul Republicii Moldova,12.11.2024,Stiri
50623.txt,https://www.digi24.ro/stiri/externe/moldova,Alegeri in Republica Moldova. Dezbaterea electorala dintre Maia Sandu si Alexandr Stoianoglo ar urma sa aiba loc duminica,22.10.2024,Stiri
50624.txt,https://www.digi24.ro/stiri/externe/moldova,Vizita militara la nivel inalt in Republica Moldova,12.08.2016,Stiri
50625.txt,https://www.digi24.ro/stiri/externe/moldova,"Moldovenii, incurajati de Maia Sandu sa se inscrie la cursuri gratuite de limba romina",02.02.2024,Stiri
50626.txt,https://www.digi24.ro/stiri/externe/moldova,"Republica Moldova suspenda posturi TV si site-uri proruse, inclusiv statiile lui Sor si Plahotniuc, pe perioada starii de urgenta",30.10.2023,Stiri
50627.txt,https://www.digi24.ro/stiri/externe/moldova,Ucraina nu are date ca Transnistria va cere unirea cu Rusia,22.02.2024,Stiri
50628.txt,https://www.digi24.ro/stiri/externe/moldova,"Portavocea partidului prorus Sor, declaratie halucinanta: Maia Sandu comite genocid impotriva evreilor. Reactia ambasadei Israelului",18.06.2023,Stiri
50629.txt,https://www.digi24.ro/stiri/externe/moldova,"Minora din R. Moldova, gasita nevatamata dupa ce s-a ratacit in padure. Un ciine i s-a alaturat si a stat cu ea pina a fost salvata",04.01.2025,Stiri
50630.txt,https://www.digi24.ro/stiri/externe/moldova,Separatistii de la Tiraspol cer ca referendumul pro-UE al Rep. Moldova sa fie organizat si in Transnistria: „Am asteptat cu rabdare”,11.10.2024,Stiri
50631.txt,https://www.digi24.ro/stiri/externe/moldova,Maia Sandu cistiga alegerile prezidentiale si devine singurul politician caruia moldovenii i-au incredintat direct doua mandate,04.11.2024,Stiri
50632.txt,https://www.digi24.ro/stiri/externe/moldova,Numar record de candidati la alegerile prezidentiale din Republica Moldova. Ce sanse are Maia Sandu pentru un nou mandat,25.09.2024,Stiri
50633.txt,https://www.digi24.ro/stiri/externe/moldova,„The New York Times”: Moldova este tulburata de primirea la Washington a unui mogul de temut,12.08.2016,Stiri
50634.txt,https://www.digi24.ro/stiri/externe/moldova,"Situatia din Moldova, pe masa Kremlinului",12.08.2016,Stiri
50635.txt,https://www.digi24.ro/stiri/externe/moldova,"Desemnarea premierului in R. Moldova, contestata la Curtea Constitutionala",12.08.2016,Stiri
50636.txt,https://www.digi24.ro/stiri/externe/moldova,Fugarul moldovean Ilan Sor vrea federalizarea Republicii Moldova si rusa ca limba de comunicare,25.04.2024,Stiri
50637.txt,https://www.digi24.ro/stiri/externe/moldova,"Moldova a adoptat strategia de aparare pe 10 ani, care prevede cresterea bugetului Apararii. Critici din partea opozitiei pro-ruse",27.12.2024,Stiri
50638.txt,https://www.digi24.ro/stiri/externe/moldova,Alegeri locale Republica Moldova. 27 de candidati pentru Primaria Chisinau. Partidul prorusului Ilan Sor a fost taiat de pe buletine,24.11.2023,Stiri
50639.txt,https://www.digi24.ro/stiri/externe/moldova,"Transnistria cere reluarea negocierilor cu Republica Moldova, desi recunoaste ca „intilnirile de multe ori nu au valoare practica”",25.10.2023,Stiri
50640.txt,https://www.digi24.ro/stiri/externe/moldova,"Un deputat care a rupt harta Rominiei Mari in Parlamentul de la Chisinau, ales in grupul de prietenie R.Moldova-Rominia",12.08.2016,Stiri
50641.txt,https://www.digi24.ro/stiri/externe/moldova,"Maia Sandu: Cind Ucraina va cistiga razboiul, ar putea exista o oportunitate de a rezolva conflictul transnistrean si de a adera la UE",20.09.2023,Stiri
50642.txt,https://www.digi24.ro/stiri/externe/moldova,VIDEO. Antreprenorul din Republica Moldova care a inselat sute de romini a evadat chiar din sala de judecata,07.04.2023,Stiri
50643.txt,https://www.digi24.ro/stiri/externe/moldova,"“Daca rusii preiau controlul deplin asupra Parlamentului Moldovei, vor lichida treptat orice institutii democratice” (Analiza CNN)",02.11.2024,Stiri
50644.txt,https://www.digi24.ro/stiri/externe/moldova,"Ambasadorul Rusiei la Chisinau, convocat la MAEIE pentru a da explicatii despre actiunile de spionaj ale Rusiei in Republica Moldova",25.07.2023,Stiri
50645.txt,https://www.digi24.ro/stiri/externe/moldova,„Am vrea sa stie toti ca exista niste oameni aici care iubesc Rominia si vor sa vada o Rominie prospera si reunita in UE”,24.09.2024,Stiri
50646.txt,https://www.digi24.ro/stiri/externe/moldova,"Primarul Cahulului: „Cetatenii asociaza  Uniunea Europeana cu bunastarea, cu o infrastructura mai buna, cu conditii de viata mai bune”",14.10.2024,Stiri
50647.txt,https://www.digi24.ro/stiri/externe/moldova,"Codrut, ciinele Maiei Sandu, l-a muscat de mina pe presedintele Austriei",16.11.2023,Stiri
50648.txt,https://www.digi24.ro/stiri/externe/moldova,"Maia Sandu: Guvernarea de la Chisinau nu se mai umileste, ca in trecut, in fata Kremlinului",07.06.2023,Stiri
50649.txt,https://www.digi24.ro/stiri/externe/moldova,Corespondenta Digi24 din Republica Moldova: Concluziile summitului Comunitatii Politice Europene (CPE) de la Bulboaca,01.06.2023,Stiri
50650.txt,https://www.digi24.ro/stiri/externe/moldova,"Video  Mesajul unei batrine din Moldova, simbol al mitingului proeuropean: „Sa vina toata Europa la noi acasa. Sa scapam de lepra cea rea”",22.05.2023,Stiri
50651.txt,https://www.digi24.ro/stiri/externe/moldova,Rep. Moldova acuza Rusia ca a tiparit ilegal buletine de vot in Transnistria pentru alegerile prezidentiale,14.03.2024,Stiri
50652.txt,https://www.digi24.ro/stiri/externe/moldova,Moldova incepe procedura de retragere din alianta cu Rusia. Grosu: CSI „nu ne-a ajutat sa scoatem armata rusa de pe teritoriul tarii”,15.05.2023,Stiri
50653.txt,https://www.digi24.ro/stiri/externe/moldova,"Ministrul de externe al Republicii Moldova, Nicu Popescu, si-a dat demisia. El ar putea deveni negociator-sef pentru aderarea la UE",24.01.2024,Stiri
50654.txt,https://www.digi24.ro/stiri/externe/moldova,CHISINAU | Majoritatea parlamentara accepta referendumul pentru alegerea prin vot direct a presedintelui Republicii Moldova,12.08.2016,Stiri
50655.txt,https://www.digi24.ro/stiri/externe/moldova,Video  Cum cumpara Ilan Sor voturile moldovenilor: investigatia sub acoperire a unei jurnaliste infiltrate in reteaua oligarhului pro-rus,12.10.2024,Stiri
50656.txt,https://www.digi24.ro/stiri/externe/moldova,Republica Moldova a propus un candidat pentru functia de secretar general al ONU,12.08.2016,Stiri
